timestamp,Active_Power,Global_Horizontal_Radiation,Diffuse_Horizontal_Radiation
2018/2/3 23:45,0,2.860484123,1.558338285
2018/2/4 0:00,0,2.318365892,0.950090547
2018/2/4 0:15,0,2.665196578,1.291656613
2018/2/4 0:30,0,2.351862987,0.962641418
2018/2/4 0:45,0,2.57688268,1.204119921
2018/2/4 1:00,0,2.442056735,1.046843727
2018/2/4 1:15,0,2.416530291,1.0577811
2018/2/4 1:30,0,2.858122985,1.500209768
2018/2/4 1:45,0,2.571226676,1.163984418
2018/2/4 2:00,0,2.854396264,1.494100293
2018/2/4 2:15,0,2.955314398,1.566874941
2018/2/4 2:30,0,3.149155935,1.725267887
2018/2/4 2:45,0,2.473095894,1.051561793
2018/2/4 3:00,0,2.415303151,1.025509457
2018/2/4 3:15,0,2.559010903,1.114586671
2018/2/4 3:30,0,2.928323825,1.494691809
2018/2/4 3:45,0,3.70822072,2.256628513
2018/2/4 4:00,0,3.570262035,2.074894587
2018/2/4 4:15,0,3.685867866,2.148336649
2018/2/4 4:30,0,3.331597408,1.861286719
2018/2/4 4:45,0,2.762889385,1.310650667
2018/2/4 5:00,0,2.821006219,1.323246519
2018/2/4 5:15,0,2.956063747,1.498226365
2018/2/4 5:30,0,2.907687743,1.429630836
2018/2/4 5:45,0,3.026303927,1.541576266
2018/2/4 6:00,0,2.96294117,1.431915323
2018/2/4 6:15,0.001066667,6.491558393,4.901231051
2018/2/4 6:30,0.040866659,15.30886205,12.03009129
2018/2/4 6:45,0.080155552,24.56658999,17.15523307
2018/2/4 7:00,0.155555566,43.9032491,20.19150225
2018/2/4 7:15,0.384377758,38.14596049,25.26956494
2018/2/4 7:30,0.747822205,157.5123177,24.47574361
2018/2/4 7:45,1.112999916,287.6321615,33.16584968
2018/2/4 8:00,1.492977778,360.5364583,42.78576788
2018/2/4 8:15,1.877800027,426.0848389,48.388134
2018/2/4 8:30,2.23471125,483.5013326,51.09478887
2018/2/4 8:45,2.575755437,541.8135579,54.40782547
2018/2/4 9:00,2.900866667,599.7827962,59.39889653
2018/2/4 9:15,3.195199887,654.8362834,63.31456502
2018/2/4 9:30,3.451133251,709.2297363,68.52824911
2018/2/4 9:45,3.686711073,760.2589518,74.70602417
2018/2/4 10:00,3.90071098,811.198405,82.69485728
2018/2/4 10:15,4.112844308,862.7108154,87.38036092
2018/2/4 10:30,4.289999962,907.8664144,83.12305705
2018/2/4 10:45,4.446733316,951.8259888,90.42497762
2018/2/4 11:00,4.58082215,981.5900676,91.62904104
2018/2/4 11:15,4.725088755,1024.742554,97.86829122
2018/2/4 11:30,4.761200269,1052.086548,115.4048589
2018/2/4 11:45,4.962222258,1117.217367,143.7178904
2018/2/4 12:00,4.930044333,1091.640849,174.5654145
2018/2/4 12:15,4.894289017,1062.956889,166.8365529
2018/2/4 12:30,4.977600098,1109.342326,90.51676178
2018/2/4 12:45,5.008000056,1104.070801,81.97475179
2018/2/4 13:00,4.967044671,1106.008097,78.27447764
2018/2/4 13:15,4.944933732,1100.551758,74.62811025
2018/2/4 13:30,4.904088656,1093.231689,75.95495351
2018/2/4 13:45,4.864599705,1080.070272,75.13227844
2018/2/4 14:00,4.793089072,1061.992635,79.01654053
2018/2/4 14:15,4.711266676,1039.887248,85.19041443
2018/2/4 14:30,4.605266889,1022.710347,96.91721342
2018/2/4 14:45,4.472288926,997.5376383,102.2574692
2018/2/4 15:00,4.354133129,969.7552287,104.1393662
2018/2/4 15:15,4.226200104,934.977417,104.3002701
2018/2/4 15:30,3.969288906,865.170044,76.94089254
2018/2/4 15:45,3.762244463,814.1714885,68.52497355
2018/2/4 16:00,3.541155577,750.2791748,65.62910207
2018/2/4 16:15,3.296377818,692.8315633,62.29665629
2018/2/4 16:30,3.010333379,638.553304,59.46995926
2018/2/4 16:45,2.698066791,585.6315715,58.3824908
2018/2/4 17:00,2.367266655,522.4649964,55.51809692
2018/2/4 17:15,2.01708893,462.5690308,55.87514623
2018/2/4 17:30,1.645311117,400.0036519,51.75813929
2018/2/4 17:45,1.262955507,336.3823344,48.72053146
2018/2/4 18:00,0.880377809,268.8521271,44.8516655
2018/2/4 18:15,0.53126665,204.0766957,40.93091583
2018/2/4 18:30,0.261244446,135.064532,37.58003743
2018/2/4 18:45,0.101622219,35.98769188,30.52726237
2018/2/4 19:00,0.049888883,21.10811742,18.50899092
2018/2/4 19:15,0.009022221,11.22060585,9.689355055
2018/2/4 19:30,-0.000111111,5.011695862,3.611174822
2018/2/4 19:45,0,3.265182654,1.849706769
2018/2/4 20:00,0,2.663452625,1.29759717
2018/2/4 20:15,0,3.263515313,1.804199855
2018/2/4 20:30,0,3.255919536,1.836546978
2018/2/4 20:45,0,2.375308911,0.966391385
2018/2/4 21:00,0,2.621945222,1.242143353
2018/2/4 21:15,0,3.011551539,1.590175947
2018/2/4 21:30,0,3.015441736,1.65749236
2018/2/4 21:45,0,3.133948723,1.690356692
2018/2/4 22:00,0,3.105931044,1.699465394
2018/2/4 22:15,0,3.5540634,2.162015716
2018/2/4 22:30,0,4.163449128,2.726659139
2018/2/4 22:45,0,2.114950935,0.986964007
2018/2/4 23:00,0,1.309474667,0.570560038
2018/2/4 23:15,0,2.198121707,0.937004368
2018/2/4 23:30,0,5.42928044,3.799031893
2018/2/4 23:45,0,4.669840813,3.078857501
2018/2/5 0:00,0,3.920883655,2.361841202
2018/2/5 0:15,0,2.748599927,1.243962566
2018/2/5 0:30,0,2.598462979,1.110563079
2018/2/5 0:45,0,2.891449769,1.445360223
2018/2/5 1:00,0,2.897984823,1.396014373
2018/2/5 1:15,0,2.401248614,0.915637573
2018/2/5 1:30,0,2.922270616,1.453023354
2018/2/5 1:45,0,3.082221031,1.535160939
2018/2/5 2:00,0,3.115065654,1.584263921
2018/2/5 2:15,0,2.714918216,1.155338566
2018/2/5 2:30,0,3.013368448,1.498500387
2018/2/5 2:45,0,2.520337661,0.996129076
2018/2/5 3:00,0,1.935544729,0.534308453
2018/2/5 3:15,0,2.705302795,1.19648246
2018/2/5 3:30,0,2.904858748,1.38950777
2018/2/5 3:45,0,2.632144292,1.132530868
2018/2/5 4:00,0,2.308642546,0.82909747
2018/2/5 4:15,0,2.649173975,1.114851574
2018/2/5 4:30,0,2.744631608,1.261155168
2018/2/5 4:45,0,2.197869937,0.734983355
2018/2/5 5:00,0,2.859556516,1.304218014
2018/2/5 5:15,0,2.805843433,1.241130789
2018/2/5 5:30,0,2.421656688,0.912712296
2018/2/5 5:45,0,2.639291366,1.128091613
2018/2/5 6:00,0,3.243895531,1.638576428
2018/2/5 6:15,0.000466667,7.472790876,5.798703194
2018/2/5 6:30,0.044377771,18.69384193,14.67978318
2018/2/5 6:45,0.090022216,32.18711472,20.60060692
2018/2/5 7:00,0.171111122,62.85234579,22.85029348
2018/2/5 7:15,0.412800024,51.46709442,27.45185407
2018/2/5 7:30,0.797044416,173.5388908,25.95411682
2018/2/5 7:45,1.177733342,308.6049296,31.32766787
2018/2/5 8:00,1.56946667,385.8700053,39.01812108
2018/2/5 8:15,1.951555491,455.2188619,44.07592265
2018/2/5 8:30,2.311422348,520.2347921,51.19507345
2018/2/5 8:45,2.669866482,585.6690877,55.33595021
2018/2/5 9:00,2.997199853,646.5017904,58.13274129
2018/2/5 9:15,3.307222128,706.3733724,60.55247752
2018/2/5 9:30,3.589755535,764.8245239,63.52941768
2018/2/5 9:45,3.827866793,817.2332967,67.72314707
2018/2/5 10:00,4.04631114,868.565389,75.76455434
2018/2/5 10:15,4.257422129,918.7093302,79.84347534
2018/2/5 10:30,4.424577872,961.0315755,82.02444967
2018/2/5 10:45,4.53931125,1000.383565,86.71318054
2018/2/5 11:00,4.698177655,1040.444987,94.2664388
2018/2/5 11:15,4.792355696,1078.047078,95.81750997
2018/2/5 11:30,4.87028869,1106.584635,96.540418
2018/2/5 11:45,4.918533484,1123.749553,95.98634593
2018/2/5 12:00,5.019044558,1135.291626,93.46088155
2018/2/5 12:15,5.061577638,1143.226481,90.38382975
2018/2/5 12:30,5.100889047,1150.659668,94.90272521
2018/2/5 12:45,5.096310933,1153.219482,91.07238263
2018/2/5 13:00,5.079955419,1141.476888,83.13694254
2018/2/5 13:15,5.085910956,1152.454224,98.97999826
2018/2/5 13:30,5.024666468,1135.794881,98.49112701
2018/2/5 13:45,4.899910927,1100.750244,79.368131
2018/2/5 14:00,4.820621967,1080.989868,84.69847362
2018/2/5 14:15,4.724022071,1056.40332,95.72801462
2018/2/5 14:30,4.481444518,999.9258221,102.9152603
2018/2/5 14:45,4.522355557,998.9997763,97.82375081
2018/2/5 15:00,4.342267195,954.7887777,93.41664632
2018/2/5 15:15,4.122022152,907.2347819,87.8312912
2018/2/5 15:30,3.943622112,858.0703939,83.29792532
2018/2/5 15:45,3.759844303,809.7595825,78.64846547
2018/2/5 16:00,3.496111234,736.6625366,71.62395477
2018/2/5 16:15,3.243644556,674.860555,70.36584218
2018/2/5 16:30,2.958199899,616.7357381,64.34207535
2018/2/5 16:45,2.637444337,562.407959,59.4472669
2018/2/5 17:00,2.30451115,504.1386007,61.28345489
2018/2/5 17:15,1.954155644,442.2998149,59.29343669
2018/2/5 17:30,1.596511165,382.9317017,57.09090678
2018/2/5 17:45,1.248866677,320.2814331,53.43065135
2018/2/5 18:00,0.863022268,255.657369,49.11315537
2018/2/5 18:15,0.531822214,197.8044739,49.99043274
2018/2/5 18:30,0.254333332,121.5054881,39.54888662
2018/2/5 18:45,0.10302222,36.2550513,30.69321951
2018/2/5 19:00,0.050155545,22.23760732,18.87210496
2018/2/5 19:15,0.007111111,10.87530581,9.361081919
2018/2/5 19:30,-0.0004,4.427921931,3.023205678
2018/2/5 19:45,0,2.67619737,1.283615907
2018/2/5 20:00,0,2.200885574,0.865214487
2018/2/5 20:15,0,3.289800962,1.91260763
2018/2/5 20:30,0,2.972627322,1.608240485
2018/2/5 20:45,0,2.848448753,1.419974685
2018/2/5 21:00,0,2.553078095,1.124994993
2018/2/5 21:15,0,2.455878893,1.108403286
2018/2/5 21:30,0,2.31664141,0.857893348
2018/2/5 21:45,0,2.163907528,0.795146982
2018/2/5 22:00,0,2.968398015,1.526150465
2018/2/5 22:15,0,4.1801548,2.728079716
2018/2/5 22:30,0,4.09369278,2.672844251
2018/2/5 22:45,0,3.733797391,2.241731961
2018/2/5 23:00,0,3.205135027,1.756159425
2018/2/5 23:15,0,2.76085345,1.337858181
2018/2/5 23:30,0,1.898480416,0.706749916
2018/2/5 23:45,0,2.24314038,0.838183065
2018/2/6 0:00,0,1.604413589,0.548645357
2018/2/6 0:15,0,1.806094726,0.562544167
2018/2/6 0:30,0,1.592063467,0.565817734
2018/2/6 0:45,0,1.810421864,0.576949835
2018/2/6 1:00,0,1.823486209,0.580871264
2018/2/6 1:15,0,1.999335567,0.643796086
2018/2/6 1:30,0,2.387987296,0.94579041
2018/2/6 1:45,0,2.659303268,1.231585224
2018/2/6 2:00,0,2.504233758,1.094064116
2018/2/6 2:15,0,2.34441185,0.858792762
2018/2/6 2:30,0,2.139151812,0.732984761
2018/2/6 2:45,0,2.132488012,0.697450042
2018/2/6 3:00,0,1.950374285,0.598282019
2018/2/6 3:15,0,2.099166234,0.642135918
2018/2/6 3:30,0,2.078825354,0.746698996
2018/2/6 3:45,0,1.873741309,0.573743204
2018/2/6 4:00,0,2.08781,0.676599483
2018/2/6 4:15,0,2.125136534,0.718860289
2018/2/6 4:30,0,2.376423319,0.984028756
2018/2/6 4:45,0,2.924379984,1.529429277
2018/2/6 5:00,0,2.421061913,0.998738647
2018/2/6 5:15,0,2.081419905,0.733440975
2018/2/6 5:30,0,3.46228989,1.990429481
2018/2/6 5:45,0,3.49388957,2.02392892
2018/2/6 6:00,0,3.651044607,2.182275454
2018/2/6 6:15,0,6.688561281,5.15115118
2018/2/6 6:30,0.056888883,20.95014699,18.35520458
2018/2/6 6:45,0.146688918,51.50491841,35.95046425
2018/2/6 7:00,0.160644467,54.20062637,33.52602323
2018/2/6 7:15,0.302711119,47.05738512,30.57633463
